,page_path,label
0,/school-meals-healthy-eating-standards,0
1,/tax-relief-for-employees/buying-other-equipment,1
2,/register-employer,1
3,/repaying-your-student-loan/when-your-student-loan-gets-written-off-or-cancelled,0
4,/government/organisations/hm-revenue-customs/contact/tax-credits-enquiries,1
5,/government/organisations/ofsted,0
6,/student-visa/print,0
7,/government/publications/safeguarding-and-radicalisation,0
8,/government/publications/indefinite-leave-to-remain-calculating-continuous-period-in-uk,0
9,/rest-breaks-work/disputes,0
10,/government/publications/human-augmentation-the-dawn-of-a-new-paradigm,0
11,/government/organisations/department-for-environment-food-rural-affairs,0
12,/report-no-mot,0
13,/government/publications/early-years-foundation-stage-framework--2,0
14,/employment/self-employed,1
15,/licence-finder,0
16,/private-renting/your-landlords-safety-responsibilities,0
17,/government/organisations/environment-agency,0
18,/taking-goods-out-uk-temporarily/get-an-ata-carnet,0
19,/guidance/how-to-calculate-the-deemed-employment-payment,1
20,/government/publications/national-pay-scales-for-eligible-healthcare-jobs,1
21,/government/publications/apply-for-step-up-to-social-work,1
22,/government/publications/memorandum-of-understanding-between-the-uk-and-ireland-on-the-cta/joint-statement-of-8-may-2019-between-the-uk-government-and-government-of-ireland-on-the-common-travel-area,0
23,/government/collections/guidance-for-employers-on-using-basic-paye-tools-bpt,0
24,/settlement-refugee-or-humanitarian-protection/family-applying-as-dependants,0
25,/browse/births-deaths-marriages/death,0
26,/send-prisoner-money,0
27,/government/publications/the-uks-points-based-immigration-system-policy-statement/the-uks-points-based-immigration-system-policy-statement,0
28,/types-of-school/print,0
29,/guidance/living-in-canada,0
30,/guidance/charity-trustee-whats-involved,0
31,/guidance/skills-funding-register-for-opportunities-to-tender,1
32,/government/publications/better-mental-health-jsna-toolkit/6-working-age-adults,0
33,/topic/business-tax/pension-scheme-administration,1
34,/government/organisations/national-institute-for-clinical-excellence,0
35,/claim-for-injury-received-while-serving/how-to-claim,0
36,/entering-staying-uk/permanent-stay-uk,0
37,/government/organisations/department-for-work-pensions/about/statistics,0
38,/tax-overpayments-and-underpayments/if-you-owe-tax,0
39,/guidance/hatfield-prison,0
40,/government/publications/d4-medical-examiner-report-for-a-lorry-or-bus-driving-licence,1
41,/government/organisations/uk-asset-resolution-limited,0
42,/help/get-emails-about-updates-to-govuk,0
43,/benefits-calculators,1
44,/free-discount-tv-licence,0
45,/government/publications/penalties-for-not-telling-hmrc-about-coronavirus-covid-19-support-scheme-overpayments-ccfs11a,0
46,/government/collections/hm-revenue-and-customs-pension-schemes-newsletters,0
47,/what-you-must-do-as-a-cis-contractor,0
48,/guidance/apply-to-join-the-delivery-partner-dynamic-purchasing-system,0
49,/government/publications/funeral-payment-claim-form,0
50,/government/publications/preventing-illegal-working-guidance-for-employers-october-2013,1
51,/driving-licence-fees,0
52,/book-internet-access-at-library,0
53,/housing-benefit/what-youll-get,0
54,/government/publications/nhs-population-screening-a-health-equity-audit-guide/health-equity-audit-guide-for-screening-providers-and-commissioners,0
55,/government/organisations/department-for-transport,0
56,/working-with-trade-unions,0
57,/guidance/british-forces-post-office-services,0
58,/guidance/pension-schemes-and-unauthorised-payments,0
59,/government/publications/skilled-worker-visa-shortage-occupations/skilled-worker-visa-shortage-occupations,0
60,/report-problem-criminal-record-certificate/appeal-against-an-existing-barring-decision,0
61,/health-and-safety-executive,0
62,/stamp-duty-land-tax/nonresidential-and-mixed-rates,0
63,/topic/transport/traffic-road-management,0
64,/government/collections/coronavirus-covid-19-immigration-and-borders,0
65,/test-and-trace-support-payment,0
66,/government/publications/introducing-govuk-verify,0
67,/government/publications/correcting-an-incorrect-endorsement-ecb19,0
68,/car-trailer-driving-test,1
69,/government/publications/uk-visa-requirements-list-for-carriers,0
70,/guidance/academic-technology-approval-scheme,0
71,/government/publications/the-universal-credit-coronavirus-restoration-of-the-minimum-income-floor-regulations-2021/minister-for-employment-response-to-ssac-the-universal-credit-coronavirus-restoration-of-the-minimum-income-floor-regulations-2021,1
72,/government/consultations/initial-teacher-training-itt-market-review,0
73,/employers-responsibilities-equality-monitoring,0
74,/guidance/calculating-the-minimum-wage/calculating-the-minimum-wage,1
75,/government/publications/face-coverings-when-to-wear-one-and-how-to-make-your-own/face-coverings-when-to-wear-one-and-how-to-make-your-own,0
76,/guidance/nhs-screening-programmes-information-for-gps-and-practice-staff,0
77,/foreign-travel-advice/south-korea,0
78,/government/publications/the-medicines-and-healthcare-products-regulatory-agency-delivery-plan-2021-2023/medicines-and-healthcare-products-regulatory-agency-delivery-plan-2021-2023,0
79,/apply-for-student-finance/household-income,0
80,/find-weighbridge,0
81,/guidance/pay-less-import-duty-and-vat-when-re-importing-goods-to-the-uk-and-eu,0
82,/foreign-travel-advice/greece/coronavirus,0
83,/government/publications/find-a-job-and-other-websites-what-you-need-to-know-about-cookies,1
84,/hmrc-internal-manuals/pensions-tax-manual,0
85,/guidance/enter-the-uk-as-an-s2-healthcare-visitor,0
86,/change-address-v5c,0
87,/guidance/pay-no-import-duty-and-vat-on-importing-commercial-samples,1
88,/government/publications/proof-of-identity-checklist/proof-of-identity-checklist,0
89,/uk-residence-card,0
90,/guidance/check-employment-status-for-tax,1
91,/guidance/universal-credit-and-students,1
92,/guidance/schools-admissions-applications-from-overseas-children,0
93,/liquidate-your-company/what-the-liquidator-does,1
94,/new-state-pension,0
95,/new-employee/employee-information,1
96,/government/publications/return-and-rejection-of-applications-for-registration/return-and-rejection-of-applications-for-registration-practice-guide-49,0
97,/guidance/obtain-information-about-yourself-held-by-mod,0
98,/government/publications/visa-regulations-revised-table/home-office-immigration-and-nationality-fees-1-july-2021,0
99,/postgraduate-scholarships-international-students,0
100,/guidance/visiting-the-uk-as-an-eu-eea-or-swiss-citizen,0
101,/guidance/apply-for-the-green-homes-grant-scheme,0
102,/national-insurance/national-insurance-classes,1
103,/if-you-dont-pay-your-tax-bill,0
104,/tax-free-childcare,0
105,/government/organisations/immigration-enforcement,0
106,/hmrc-internal-manuals/capital-gains-manual/cg10200c,0
107,/business-support-helpline,1
108,/government/publications/budget-representations-guidance,0
109,/get-information-about-property-and-land/search-the-register,0
110,/government/publications/suspension-and-termination-of-benefits-staff-guide,0
111,/derivative-right-residence,0
112,/government/publications/guidance-on-claiming-a-state-pension-if-you-retire-abroad,0
113,/access-to-work/apply,1
114,/government/collections/covid-19-vaccination-programme,0
115,/apply-for-business-rate-relief/exempted-buildings-and-empty-buildings-relief,1
116,/find-mot-course,0
117,/disciplinary-procedures-and-action-at-work,0
118,/government/publications/migration-and-mobility-partnership/mou-on-migration-and-mobility-partnership-between-india-and-the-united-kingdom,0
119,/foreign-travel-advice/france,0
120,/health-and-social-care/health-protection-infectious-diseases,0
121,/guidance/security-vetting-and-clearance,1
122,/government/publications/train-to-teach-in-england-non-uk-applicants/train-to-teach-in-england-non-uk-applicants,1
123,/guidance/reliefs-from-vat-for-disabled-and-older-people-notice-7017,1
124,/rent-room-in-your-home/your-lodgers-tenancy-type,1
